image,choice,annotator,updated_at,id,created_at,annotation_id,lead_time
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1187368.jpg,Food,1,2023-04-12T23:08:08.283438Z,77,2023-04-12T23:08:08.283438Z,130,2.168
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1187787.jpg,Food,1,2023-04-12T23:07:44.985236Z,78,2023-04-12T23:07:44.985236Z,125,14.592
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1196274.jpg,No-Food,1,2023-04-12T23:11:21.338349Z,79,2023-04-12T23:11:21.337342Z,186,1.266
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1199453.jpg,Food,1,2023-04-12T23:31:16.753624Z,80,2023-04-12T23:31:16.753624Z,381,1.512
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1202788.jpg,Food,1,2023-04-12T23:17:38.188276Z,81,2023-04-12T23:17:38.188276Z,297,1.088
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1208161.jpg,Food,1,2023-04-12T23:11:19.612516Z,82,2023-04-12T23:11:19.612516Z,185,1.159
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1214675.jpg,No-Food,1,2023-04-12T23:36:39.436550Z,83,2023-04-12T23:36:39.436550Z,510,1.218
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1215037.jpg,No-Food,1,2023-04-12T23:08:11.351043Z,84,2023-04-12T23:08:11.351043Z,131,2.309
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1219705.jpg,Food,1,2023-04-12T23:31:46.057565Z,85,2023-04-12T23:31:46.057565Z,396,1.095
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1221779.jpg,Food,1,2023-04-12T23:34:38.471707Z,86,2023-04-12T23:34:38.471707Z,462,1.269
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1222698.jpg,No-Food,1,2023-04-12T23:35:43.893172Z,87,2023-04-12T23:35:43.893172Z,483,2.096
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1225721.jpg,Food,1,2023-04-12T23:04:05.596043Z,88,2023-04-12T23:04:05.596043Z,56,1.714
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1228769.jpg,No-Food,1,2023-04-12T23:33:36.011700Z,89,2023-04-12T23:33:36.011700Z,432,1.368
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1234415.jpg,Food,1,2023-04-12T23:08:01.274788Z,90,2023-04-12T23:08:01.274788Z,127,1.819
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1242313.jpg,Food,1,2023-04-12T23:09:08.097743Z,91,2023-04-12T23:09:08.097743Z,152,1.582
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1242998.jpg,No-Food,1,2023-04-12T23:08:41.844062Z,92,2023-04-12T23:08:41.844062Z,142,2.011
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1247121.jpg,No-Food,1,2023-04-12T23:32:48.739174Z,93,2023-04-12T23:32:48.739174Z,414,2.321
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1252174.jpg,No-Food,1,2023-04-12T23:16:27.505947Z,94,2023-04-12T23:16:27.505947Z,258,1.245
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1253077.jpg,Food,1,2023-04-12T23:05:07.362922Z,95,2023-04-12T23:05:07.362922Z,80,1.232
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1259667.jpg,No-Food,1,2023-04-12T23:07:17.418478Z,96,2023-04-12T23:07:17.418478Z,119,2.11
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1267125.jpg,Food,1,2023-04-12T23:29:20.246258Z,97,2023-04-12T23:29:20.246258Z,341,1.141
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1268439.jpg,Food,1,2023-04-12T23:08:39.373792Z,98,2023-04-12T23:08:39.373792Z,141,3.943
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1268945.jpg,No-Food,1,2023-04-12T23:36:26.289288Z,99,2023-04-12T23:36:26.289288Z,503,1.14
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1269997.jpg,Food,1,2023-04-12T23:17:32.556404Z,100,2023-04-12T23:17:32.556404Z,294,1.189
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1276222.jpg,Food,1,2023-04-12T23:17:52.314484Z,101,2023-04-12T23:17:52.314484Z,303,1.055
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1279260.jpg,No-Food,1,2023-04-12T23:28:58.907122Z,102,2023-04-12T23:28:58.907122Z,328,1.121
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1283682.jpg,Food,1,2023-04-12T23:11:17.692902Z,103,2023-04-12T23:11:17.692902Z,184,1.109
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1285339.jpg,Food,1,2023-04-12T23:36:18.530772Z,104,2023-04-12T23:36:18.530772Z,499,1.181
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1285390.jpg,No-Food,1,2023-04-12T23:02:50.026456Z,105,2023-04-12T23:02:50.026456Z,48,2.735
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1285983.jpg,Food,1,2023-04-12T23:02:09.232092Z,106,2023-04-12T23:02:09.232092Z,34,1.632
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1287283.jpg,Food,1,2023-04-12T23:17:05.569768Z,107,2023-04-12T23:17:05.569768Z,278,1.024
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1304913.jpg,Food,1,2023-04-12T23:33:41.447225Z,108,2023-04-12T23:33:41.447225Z,435,0.957
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1306110.jpg,No-Food,1,2023-04-12T23:31:44.174366Z,109,2023-04-12T23:31:44.174366Z,395,1.362
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1309190.jpg,Food,1,2023-04-12T23:17:48.826215Z,110,2023-04-12T23:17:48.826215Z,301,1.174
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1312169.jpg,Food,1,2023-04-12T23:04:22.229467Z,111,2023-04-12T23:04:22.229467Z,61,4.818
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1313256.jpg,Food,1,2023-04-12T23:31:03.511999Z,112,2023-04-12T23:31:03.511999Z,374,2.1
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1313802.jpg,Food,1,2023-04-12T23:07:12.407977Z,113,2023-04-12T23:07:12.407977Z,117,1.186
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1316604.jpg,Food,1,2023-04-12T23:30:44.094762Z,114,2023-04-12T23:30:44.094762Z,366,1.436
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1322112.jpg,No-Food,1,2023-04-12T23:12:30.513521Z,115,2023-04-12T23:12:30.513521Z,213,1.279
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1337417.jpg,Food,1,2023-04-12T23:12:25.248944Z,116,2023-04-12T23:12:25.247942Z,210,1.123
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1359920.jpg,No-Food,1,2023-04-12T23:33:25.544100Z,117,2023-04-12T23:33:25.544100Z,427,1.015
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1363315.jpg,No-Food,1,2023-04-12T23:30:03.815494Z,118,2023-04-12T23:30:03.815494Z,347,5.183
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1370372.jpg,Food,1,2023-04-12T23:09:14.190042Z,119,2023-04-12T23:09:14.190042Z,155,1.066
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1376950.jpg,Food,1,2023-04-12T23:30:16.015439Z,120,2023-04-12T23:30:16.015439Z,353,1.668
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1379136.jpg,No-Food,1,2023-04-12T23:17:09.350295Z,121,2023-04-12T23:17:09.350295Z,280,1.372
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1392281.jpg,No-Food,1,2023-04-12T23:30:36.955799Z,122,2023-04-12T23:30:36.955799Z,363,1.404
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1408706.jpg,Food,1,2023-04-12T23:05:37.360610Z,123,2023-04-12T23:05:37.360610Z,94,1.192
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1413058.jpg,No-Food,1,2023-04-12T23:15:06.491560Z,124,2023-04-12T23:15:06.491560Z,220,1.951
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1737001.jpg,Food,1,2023-04-12T23:36:51.558828Z,125,2023-04-12T23:36:51.558828Z,516,1.551
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1825639.jpg,Food,1,2023-04-12T23:11:12.136173Z,126,2023-04-12T23:11:12.136173Z,181,5.36
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1832673.jpg,No-Food,1,2023-04-12T23:15:25.965697Z,127,2023-04-12T23:15:25.965697Z,230,1.01
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1869971.jpg,Food,1,2023-04-12T23:33:48.289954Z,128,2023-04-12T23:33:48.289954Z,439,0.885
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1870871.jpg,Food,1,2023-04-12T23:34:27.653082Z,129,2023-04-12T23:34:27.653082Z,457,1.083
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1871634.jpg,No-Food,1,2023-04-12T23:30:28.994212Z,130,2023-04-12T23:30:28.994212Z,359,1.238
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1872021.jpg,No-Food,1,2023-04-12T23:18:05.575105Z,131,2023-04-12T23:18:05.575105Z,308,5.544
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1874383.jpg,Food,1,2023-04-12T23:31:00.650624Z,132,2023-04-12T23:31:00.650624Z,373,1.279
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1876146.jpg,No-Food,1,2023-04-12T23:34:14.312816Z,133,2023-04-12T23:34:14.312816Z,450,3.73
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1877046.jpg,Food,1,2023-04-12T23:31:36.990363Z,134,2023-04-12T23:31:36.990363Z,391,1.071
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1877455.jpg,No-Food,1,2023-04-12T23:18:38.549106Z,135,2023-04-12T23:18:38.549106Z,322,4.701
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1880426.jpg,Food,1,2023-04-12T23:30:58.936126Z,136,2023-04-12T23:30:58.936126Z,372,1.235
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1893394.jpg,No-Food,1,2023-04-12T23:15:35.011957Z,137,2023-04-12T23:15:35.011957Z,235,1.484
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1899944.jpg,Food,1,2023-04-12T23:05:09.132237Z,138,2023-04-12T23:05:09.132237Z,81,1.326
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1908289.jpg,Food,1,2023-04-12T23:30:13.587115Z,139,2023-04-12T23:30:13.587115Z,352,1.053
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1913797.jpg,Food,1,2023-04-12T23:16:52.343150Z,140,2023-04-12T23:16:52.343150Z,271,1.147
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1918264.jpg,Food,1,2023-04-12T23:04:16.683292Z,141,2023-04-12T23:04:16.683292Z,60,1.75
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1918793.jpg,Food,1,2023-04-12T23:02:38.973294Z,142,2023-04-12T23:02:38.973294Z,44,1.306
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1920589.jpg,Food,1,2023-04-12T23:31:40.374536Z,143,2023-04-12T23:31:40.374536Z,393,0.867
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1922509.jpg,No-Food,1,2023-04-12T23:29:11.980626Z,144,2023-04-12T23:29:11.980626Z,336,1.157
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1928037.jpg,Food,1,2023-04-12T23:16:40.290372Z,145,2023-04-12T23:16:40.290372Z,264,1.011
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1941762.jpg,Food,1,2023-04-12T23:35:41.006964Z,146,2023-04-12T23:35:41.006964Z,482,3.231
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1943515.jpg,Food,1,2023-04-12T23:11:36.847863Z,147,2023-04-12T23:11:36.847863Z,193,1.389
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1944098.jpg,Food,1,2023-04-12T23:31:35.396489Z,148,2023-04-12T23:31:35.396489Z,390,0.971
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1946683.jpg,Food,1,2023-04-12T23:04:28.280039Z,149,2023-04-12T23:04:28.280039Z,64,1.249
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1949137.jpg,Food,1,2023-04-12T23:15:10.032389Z,150,2023-04-12T23:15:10.032389Z,222,1.024
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1951826.jpg,Food,1,2023-04-12T23:10:06.485085Z,151,2023-04-12T23:10:06.485085Z,175,1.177
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1952772.jpg,No-Food,1,2023-04-12T23:08:28.515599Z,152,2023-04-12T23:08:28.515599Z,138,4.321
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1985426.jpg,Food,1,2023-04-12T23:16:33.355403Z,153,2023-04-12T23:16:33.355403Z,260,2.975
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1991909.jpg,Food,1,2023-04-12T23:15:17.555319Z,154,2023-04-12T23:15:17.555319Z,226,1.503
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C1993528.jpg,Food,1,2023-04-12T23:11:26.669460Z,155,2023-04-12T23:11:26.669460Z,188,1.684
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2000191.jpg,Food,1,2023-04-12T23:36:13.945854Z,156,2023-04-12T23:36:13.945854Z,497,1.444
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2002614.jpg,Food,1,2023-04-12T23:09:10.692641Z,157,2023-04-12T23:09:10.692641Z,153,1.837
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2005768.jpg,Food,1,2023-04-12T23:17:04.123754Z,158,2023-04-12T23:17:04.122764Z,277,1.321
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2023233.jpg,Food,1,2023-04-12T23:11:05.985787Z,159,2023-04-12T23:11:05.985787Z,180,1.576
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2023864.jpg,Food,1,2023-04-12T23:31:13.003564Z,160,2023-04-12T23:31:13.003564Z,379,1.133
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2029564.jpg,Food,1,2023-04-12T23:34:07.767396Z,161,2023-04-12T23:34:07.767396Z,448,1.179
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2032058.jpg,No-Food,1,2023-04-12T23:09:32.442459Z,162,2023-04-12T23:09:32.442459Z,161,3.248
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2037826.jpg,No-Food,1,2023-04-12T23:18:09.307541Z,163,2023-04-12T23:18:09.307541Z,310,1.161
